Id,title,rating
266,The Girl Who Kicked the Hornet's Nest,4.21
267,I Know This Much Is True,4.18
268,White Oleander,3.95
269,The Vampire Lestat,4.06
270,Beautiful Disaster,4.13
271,Paper Towns,3.85
272,Othello,3.88
273,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",4.26
274,The Once and Future King,4.08
275,Flow Down Like Silver: Hypatia of Alexandria,4.44
276,Misery,4.13
277,Into the Wild,3.96
278,King Lear,3.9
279,The Idiot,4.19
280,Speak,4.01
281,Howl's Moving Castle,4.3
282,Cinder,4.15
283,Neverwhere,4.17
284,The Historian,3.78
285,Uncle Tom's Cabin,3.85
286,Invisible Man,3.85
287,James and the Giant Peach,4
288,Inkheart,3.87
289,All Creatures Great and Small,4.32
290,Leaves of Grass,4.12
291,The Thirteenth Tale,3.95
292,Graceling,4.09
293,Candide,3.76
294,The Cider House Rules,4.11
295,Paradise Lost,3.8
296,The Things They Carried,4.12
297,Different Seasons,4.35
298,Where the Red Fern Grows,4.05
299,The Complete Works,4.49
300,"The Complete Sherlock Holmes, Vol 1",4.5
301,Heidi,3.98
302,Foundation,4.15
303,"Are You There God? It's Me, Margaret",3.89
304,Walden,3.8
305,The Awakening,3.64
306,The Time Machine,3.88
307,The Secret History,4.09
308,Sophie's Choice,4.18
309,City of Lost Souls,4.29
310,Sophie's World,3.9
311,Norwegian Wood,4.03
312,The Prince of Tides,4.23
313,The Monster at the End of this Book,4.44
314,Dead Until Dark,3.96
315,Fried Green Tomatoes at the Whistle Stop Cafe,4.27
316,Fifty Shades Darker,3.86
317,Kafka on the Shore,4.13
318,Bridget Jones's Diary,3.76
319,The Wise Man's Fear,4.58
320,Franny and Zooey,3.98
321,The Power of One,4.34
322,Fangirl,4.1
323,Things Fall Apart,3.63
324,The Son of Neptune,4.44
325,Middlemarch,3.94
326,The Diary of a Young Girl,4.12
327,The Magician's Nephew,4.02
328,Gone Girl,4.05
329,Stardust,4.08
330,A Short History of Nearly Everything,4.2
331,Never Let Me Go,3.81
332,Mrs. Dalloway,3.79
333,A Time to Kill,4.05
334,Bel Canto,3.93
335,Gulliver's Travels,3.56
336,The Complete Novels,4.55
337,Cold Mountain,3.84
338,Fifty Shades Freed,3.87
339,The Art of Racing in the Rain,4.2
340,If I Stay,3.95
341,Love You Forever,4.35
342,Number the Stars,4.13
343,Legend,4.18
344,Black Beauty,3.95
345,The Hound of the Baskervilles,4.1
346,Blood River: A Journey to Africa's Broken Heart,4.05
347,Qurʾan / القرآن الكريم,4.34
348,Allegiant,3.63
349,The Witches,4.17
350,A Portrait of the Artist as a Young Man,3.61
351,Eleanor & Park,4.09
352,V for Vendetta,4.25
353,Eldest,3.97
354,The Mark of Athena,4.46
355,The Gunslinger,3.97
356,The Tell-Tale Heart and Other Writings,4.16
357,White Fang,3.96
358,Do Androids Dream of Electric Sheep?,4.08
359,Beautiful Creatures,3.76
360,Dark Lover,4.21
361,A Separate Peace,3.56
362,Beowulf,3.42
363,The Graveyard Book,4.12
364,Go Ask Alice,3.76
365,As I Lay Dying,3.72
366,Mansfield Park,3.85
367,The Amazing Adventures of Kavalier & Clay,4.17
368,Dear John,4.02
369,Tuck Everlasting,3.86
370,"A Child Called ""It""",4.09
371,Brisingr,4.04
372,Crescendo,4.06
373,My Ántonia,3.77
374,Mockingjay,4.03
375,The Last Song,4.14
376,The English Patient,3.88
377,The Complete Maus,4.54
378,Obsidian,4.22
379,Midnight's Children,3.99
380,The Firm,4
381,Stargirl,3.75
382,The Martian Chronicles,4.13
383,Tao Te Ching,4.31
384,The Eye of the World,4.18
385,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,3.77
386,Robinson Crusoe,3.66
387,Doctor Zhivago,4.03
388,Like Water for Chocolate,3.94
389,Steppenwolf,4.12
390,Breakfast at Tiffany's,3.89
391,Me Before You,4.26
392,The Amber Spyglass,4.08
393,Ready Player One,4.29
394,'Salem's Lot,4
395,Inferno,3.99
396,Evermore,3.59
397,The Hunchback of Notre-Dame,3.98
398,Cloud Atlas,4.02
399,Shatter Me,3.99
400,The BFG,4.22
401,A Fine Balance,4.35
402,Dragonfly in Amber,4.32
403,The Origin of Species,3.98
404,A Streetcar Named Desire,3.98
405,The Angel Experiment,4.08
406,Room,4.04
407,Death of a Salesman,3.5
408,The Lord of the Rings,4.48
409,The Subtle Knife,4.12
410,Breakfast of Champions,4.08
411,The Final Empire,4.44
412,American Psycho,3.82
413,Snow Flower and the Secret Fan,4.06
414,Midnight in the Garden of Good and Evil,3.91
415,Faust: First Part,3.93
416,The Shipping News,3.85
417,Infinite Jest,4.31
418,The Prince,3.79
419,Anna and the French Kiss,4.04
420,Houdini Heart,4.23
421,The Way of Kings,4.65
422,Daughter of Smoke & Bone,4.03
423,The Scarlet Pimpernel,4.07
424,Hopeless,4.32
425,The Chosen,4.04
426,High Fidelity,3.94
427,Flowers in the Attic,3.8
428,City of Heavenly Fire,4.47
429,The Tales of Beedle the Bard,4.07
430,The Plague,3.98
431,Matched,3.67
432,Nineteen Minutes,4.11
433,The Remains of the Day,4.11
434,"Unbroken: A World War II Story of Survival, Resilience and Redemption",4.38
435,The Reader,3.74
436,Jonathan Strange & Mr Norrell,3.81
437,Betrayed,3.92
438,Wonder,4.45
439,The Virgin Suicides,3.84
440,A Feast for Crows,4.12
441,A Court of Mist and Fury,4.69
442,"Blood Meridian, or the Evening Redness in the West",4.18
443,Artemis Fowl,3.83
444,The Age of Innocence,3.94
445,Untamed,3.95
446,Harry Potter Series Box Set,4.74
447,East of Eden,4.36
448,Pippi Longstocking,4.12
449,Miss Peregrine's Home for Peculiar Children,3.9
450,Neuromancer,3.89
451,The Martian,4.4
452,Redeeming Love,4.49
453,The Strange Case of Dr. Jekyll and Mr. Hyde,3.8
454,The Waste Land,4.1
455,Shantaram,4.27
456,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",3.99
457,Lover Awakened,4.45
458,Northanger Abbey,3.81
459,The Pearl,3.44
460,Divine Secrets of the Ya-Ya Sisterhood,3.8
461,The Lost Symbol,3.68
462,Waiting for Godot,3.82
463,Chosen,3.91
464,11/22/1963,4.3
465,Dubliners,3.86
466,The Jungle,3.73
467,Me Talk Pretty One Day,3.98
468,The Voyage of the Dawn Treader,4.09
469,Everything Is Illuminated,3.9
470,Snow Falling on Cedars,3.82
471,To the Lighthouse,3.77
472,The Twilight Collection,3.79
473,"I, Claudius",4.27
474,A Room with a View,3.9
475,The House of Hades,4.55
476,I Know Why the Caged Bird Sings,4.21
477,A Dance with Dragons,4.32
478,"I, Robot",4.18
479,Carrie,3.94
480,Hamlet,4.01
481,The Last Battle,4.03
482,Bloodlines,4.21
483,The Iron King,3.91
484,Bleak House,4
485,The Exorcist,4.15
486,The One,4.21
487,Voyager,4.39
488,Torment,3.88
489,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,4
490,Vanity Fair,3.77
491,The God Delusion,3.9
492,The Republic,3.92
493,Johnny Got His Gun,4.17
494,The Complete Poems of Emily Dickinson,4.21
495,The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass,4.57
496,Crown of Midnight,4.47
497,Of Human Bondage,4.13
498,Snow Crash,4.03
499,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,3.64
500,A Great and Terrible Beauty,3.79
501,North and South,4.13
502,The Witching Hour,4.11
503,Bared to You,4.19
504,Perfect Chemistry,4.07
505,Halfway to the Grave,4.18
506,Wizard's First Rule,4.13
507,The Host,3.84
508,"Cry, the Beloved Country",3.88
509,Chocolat,3.95
510,World War Z: An Oral History of the Zombie War,4.01
511,The 5th Wave,4.08
512,The Summoning,4.03
513,Are You My Mother?,4.17
514,Cannery Row,4.03
515,The Woman in White,3.99
516,The War of the Worlds,3.81
517,"You Are Special (Wemmicksville, #1)",4.45
518,The Polar Express,4.3
519,Ishmael: An Adventure of the Mind and Spirit,3.98
520,Just Listen,4.06
521,The Unbecoming of Mara Dyer,4.08
522,Much Ado About Nothing,4.06
523,Acheron,4.59
524,Silence,4.14
525,Unwind,4.18
526,Sarah's Key,4.15
527,The Glass Menagerie,3.68
528,Dead to the World,4.14
529,Lady Chatterley's Lover,3.5
530,Demian. Die Geschichte von Emil Sinclairs Jugend,4.11
531,The Truth About Forever,4.13
532,Hunted,3.93
533,I Am Number Four,3.94
534,Into Thin Air: A Personal Account of the Mount Everest Disaster,4.13
535,War and Peace,4.1
536,Nine Stories,4.19
537,The Last Lecture,4.26
538,The Arabian Nights,4.05
539,The Bronze Horseman,4.32
540,Being and Time,4.01
541,I Capture the Castle,4
542,Twelfth Night,3.98
543,Coraline,4.04
544,The Hours,3.93
545,Heir of Fire,4.51
546,Swann's Way,4.14
547,Pet Sematary,3.93
548,Angelfall,4.17
549,A Discovery of Witches,3.99
550,Far From the Madding Crowd,3.93
551,Wicked Lovely,3.69
552,The Bean Trees,3.96
553,The Elite,4.02
554,Interpreter of Maladies,4.13
555,Little House on the Prairie,4.19
556,Slammed,4.28
557,All the Light We Cannot See,4.32
558,P.S. I Love You,4.01
559,The Horse and His Boy,3.91
560,The Merchant of Venice,3.79
561,The Red Pyramid,4.07
562,Cyrano de Bergerac,4.05
563,2001: A Space Odyssey,4.13
564,The Grapes of Wrath,3.94
565,Drums of Autumn,4.34
566,Little House in the Big Woods,4.17
567,World Without End,4.25
568,Sabriel,4.17
569,The Darkest Minds,4.22
570,The Last Unicorn,4.18
571,A Court of Thorns and Roses,4.27
572,Cutting for Stone,4.28
573,The Goose Girl,4.18
574,Ignite Me,4.43
575,All the King's Men,4.08
576,Julius Caesar,3.67
577,Peace Like a River,3.99
578,Speaker for the Dead,4.05
579,City of Glass,4.33
580,Mythology: Timeless Tales of Gods and Heroes,3.99
581,Lover Eternal,4.35
582,Before I Fall,3.91
583,The Eyre Affair,3.91
584,Shadowfever,4.42
585,We Need to Talk About Kevin,4.08
586,A Dog's Purpose,4.35
587,Anne of Avonlea,4.22
588,Left Behind,3.82
589,The Westing Game,4.03
590,Seabiscuit: An American Legend,4.21
591,The Memory Keeper's Daughter,3.65
592,Hyperion,4.22
593,Poison Study,4.15
594,No Country for Old Men,4.13
595,The Talisman,4.13
596,The Secret,3.65
597,The Queen of the Damned,3.88
598,Gone,3.86
599,I Am Legend and Other Stories,3.99
600,The Silver Chair,3.96
601,Possession,3.88
602,Native Son,3.97
603,Darkfever,4.12
604,The Art of War,3.96
605,The History of Love,3.92
606,Angels & Demons,3.87
607,Where She Went,4.04
608,Rosencrantz and Guildenstern Are Dead,4.06
609,Pretties,3.85
610,John Adams,4.05
611,Oedipus Rex,3.69
612,House of Sand and Fog,3.84
613,Foucault's Pendulum,3.89
614,The Knife of Never Letting Go,3.97
615,The Killer Angels,4.31
616,Inheritance,4.09
617,Tempted,3.96
618,The Yellow Wallpaper and Other Stories,4.03
619,Aristotle and Dante Discover the Secrets of the Universe,4.35
620,The Blind Assassin,3.95
621,Prince Caspian,3.97
622,One for the Money,4.03
623,Six of Crows,4.46
624,A People's History of the United States,4.08
625,Lover Unbound,4.33
626,Champion,4.36
627,Persuasion,4.13
628,The Scorch Trials,3.93
629,The Bourne Identity,4
630,The Bad Beginning,3.92
631,The Night Before Christmas,4.37
632,Alanna: The First Adventure,4.27
633,Gravity's Rainbow,4.03
634,A Heartbreaking Work of Staggering Genius,3.68
635,A Breath of Snow and Ashes,4.43
636,The Raven Boys,4.06
637,One Day in the Life of Ivan Denisovich,3.95
638,A Wizard of Earthsea,4
639,The Magus,4.05
640,Jitterbug Perfume,4.24
641,Prodigal Summer,3.99
642,The Left Hand of Darkness,4.06
643,The Haunting of Hill House,3.89
644,Corelli's Mandolin,3.96
645,Oryx and Crake,4
646,Grimm's Fairy Tales,4.13
647,Message in a Bottle,3.95
648,A Brief History of Time,4.15
649,If on a Winter's Night a Traveler,4.07
650,Love Story,3.61
651,The No. 1 Ladies' Detective Agency,3.77
652,We Were Liars,3.84
653,The Return of the King,4.52
654,Papillon,4.24
655,The Fiery Cross,4.26
656,Night Watch,4.48
657,Glass Houses,3.91
658,All the Bright Places,4.18
659,The Book of Mormon: Another Testament of Jesus Christ,4.37
660,The Shell Seekers,4.14
661,The Edge of Never,4.25
662,Prodigy,4.28
663,Veronika Decides to Die,3.69
664,Confessions of a Shopaholic,3.62
665,The Big Sleep,4.02
666,1Q84,3.9
667,The Omnivore's Dilemma: A Natural History of Four Meals,4.18
668,A Christmas Carol,4.03
669,Club Dead,4.03
670,Lover Revealed,4.3
671,Bury My Heart at Wounded Knee: An Indian History of the American West,4.22
672,Angle of Repose,4.27
673,"I'd Tell You I Love You, But Then I'd Have to Kill You",3.82
674,The Elegance of the Hedgehog,3.75
675,Ivanhoe,3.75
676,Queen of Shadows,4.59
677,Scarlet,4.3
678,Anthem,3.62
679,The Aeneid,3.82
680,Lover Avenged,4.38
681,Jude the Obscure,3.81
682,Linger,3.91
683,The Jungle Books,4.01
684,My Name Is Asher Lev,4.19
685,Watchers,4.17
686,Living Dead in Dallas,3.97
687,Odd Thomas,3.95
688,Cosmos,4.36
689,The Sirens of Titan,4.16
690,The Alienist,4.06
691,Inferno,3.82
692,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,4.15
693,Ender's Shadow,4.31
694,Assassin's Apprentice,4.15
695,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)",3.95
696,One Day,3.78
697,The Power of Myth,4.3
698,Gift from the Sea,4.17
699,The Story of My Life,4.07
700,Song of Solomon,4.03
701,The Corrections,3.79
702,Under the Dome,3.9
703,The Bluest Eye,4
704,The Portrait of a Lady,3.77
705,Night,4.31
706,Cryptonomicon,4.25
707,Walk Two Moons,3.96
708,"One Fish, Two Fish, Red Fish, Blue Fish",4.12
709,Princess Academy,4.02
710,Because of Winn-Dixie,4.02
711,The Namesake,3.97
712,Hard-Boiled Wonderland and the End of the World,4.15
713,Digital Fortress,3.63
714,The Magic Mountain,4.14
715,A Monster Calls,4.37
716,گم شده ای در مه,4.12
717,Finale,4.21
718,A Canticle for Leibowitz,3.98
719,Mary Poppins,4.04
720,An Abundance of Katherines,3.61
721,The Sisterhood of the Traveling Pants,3.77
722,Howards End,3.96
723,Battle Royale,4.25
724,Dreamfever,4.42
725,Howl and Other Poems,4.14
726,City of Ashes,4.2
727,Fire,4.12
728,I Am the Messenger,4.08
729,Something Wicked This Way Comes,3.95
730,Reflected in You,4.33
731,It's Kind of a Funny Story,4.13
732,Starship Troopers,4
733,Cold Sassy Tree,4
734,Collected Fictions,4.59
735,The Moon is a Harsh Mistress,4.17
736,Ruby Red,4.12
737,Crank,4.16
738,The Death Cure,3.77
739,The Awakening,4.15
740,Gabriel's Inferno,4.01
741,Unravel Me,4.27
742,The Reckoning,4.21
743,Walking Disaster,4.23
744,Cress,4.45
745,Illusions: The Adventures of a Reluctant Messiah,4.14
746,Sense and Sensibility,4.06
747,The Invention of Hugo Cabret,4.23
748,Death on the Nile,4.08
749,Tender Is the Night,3.83
750,The Restaurant at the End of the Universe,4.22
751,Ethan Frome,3.38
752,Revolutionary Road,3.9
753,Antigone,3.61
754,Daughter of the Forest,4.28
755,Specials,3.77
756,The Golden Lily,4.36
757,The Witch of Blackbird Pond,3.98
758,The Two Towers,4.43
759,The Sea of Tranquility,4.33
760,The Hotel New Hampshire,3.9
761,Small Gods,4.28
762,A Million Little Pieces,3.63
763,Twenty Thousand Leagues Under the Sea,3.87
764,Dandelion Wine,4.09
765,Exodus,4.34
766,One Foot in the Grave,4.31
767,Guilty Pleasures,4.02
768,The Sparrow,4.17
769,Kane and Abel,4.28
770,I'll Give You the Sun,4.13
771,Words of Radiance,4.77
772,Burned,3.98
773,Still Alice,4.31
774,Forrest Gump,4.06
775,The Lies of Locke Lamora,4.3
776,Definitely Dead,4.02
777,"Night World, No. 1",4.05
778,"Absalom, Absalom!",3.96
779,The Forgotten Garden,4.13
780,Nausea,3.92
781,The Agony and the Ecstasy,4.07
782,Opal,4.32
783,"The Poetry of Robert Frost (Collected Poems, Complete & Unabridged)",4.23
784,Ficciones,4.46
785,The Lucky One,4.11
786,Christy,4.22
787,Pandemonium,4.06
788,How to Win Friends and Influence People,4.16
789,The Color of Magic,3.99
790,The Hunt for Red October,4.04
791,"84, Charing Cross Road",4.19
792,The Gargoyle,3.97
793,The Wedding,3.98
794,Trainspotting,4.09
795,Geek Love,3.98
796,The Passage,4.04
797,A Connecticut Yankee in King Arthur's Court,3.77
798,The Bridges of Madison County,3.57
799,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,4.07
800,The Millennium Trilogy,4.47
801,Lover Mine,4.41
802,How Green Was My Valley,4.16
803,The Story of Edgar Sawtelle,3.61
804,Wild Swans: Three Daughters of China,4.24
805,The City of Ember,3.86
806,Dead as a Doornail,4.01
807,On Writing: A Memoir of the Craft,4.32
808,Faefever,4.33
809,"Roll of Thunder, Hear My Cry",3.81
810,Thoughtless,4.11
811,Where the Heart Is,4.01
812,All Together Dead,4.05
813,Easy,4.1
814,Mystic River,4.19
815,The Awakening / The Struggle,3.67
816,From Dead to Worse,4.01
817,The Sorrows of Young Werther,3.65
818,Beach Music,4.14
819,A Walk in the Woods,4.05
820,A Moveable Feast,4.04
821,Emma,3.99
822,On the Beach,3.93
823,Fantasy Lover,4.17
824,The Bonfire of the Vanities,3.83
825,The Pact,4
826,Invisible Monsters Remix,4
827,Sonnets,4.24
828,Onyx,4.32
829,Macbeth,3.89
830,Red Queen,4.07
831,The Rime of the Ancient Mariner,3.93
832,Bitten,4.05
833,Wings,3.75
834,Tiger's Curse,4.06
835,Beauty: A Retelling of the Story of Beauty and the Beast,4.05
836,Deception Point,3.69
837,The Amulet of Samarkand,4
838,Holy Bible: New International Version,4.59
839,Choke,3.7
840,The Goldfinch,3.89
841,Still Life with Woodpecker,4.04
842,Redwall,4.12
843,"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories",4.34
844,The Bhagavad Gita,4.1
845,Orlando,3.86
846,The Dark Tower,4.28
847,Dead and Gone,4.01
848,Passion,3.89
849,Mort,4.23
850,Unearthly,4.04
851,Red Rising,4.27
852,Pale Fire,4.2
853,The House of Mirth,3.95
854,Around the World in Eighty Days,3.91
855,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,4.24
856,Blue Bloods,3.68
857,Survivor,3.93
858,Along for the Ride,4.07
859,Every Day,3.97
860,Beastly,3.84
861,The Brief Wondrous Life of Oscar Wao,3.9
862,Fablehaven,4.09
863,Eleven Minutes,3.69
864,All the Pretty Horses,3.98
865,The Guardian,4.15
866,The Horse Whisperer,3.79
867,Disgrace,3.84
868,The Story of Ferdinand,4.36
869,We,3.95
870,The Indigo Spell,4.4
871,The Razor's Edge,4.18
872,The Ruins of Gorlan,4.21
873,Safe Haven,4.2
874,Silas Marner,3.62
875,Dead Witch Walking,4.04
876,Shutter Island,4.09
877,This Lullaby,4.03
878,At Grave's End,4.31
879,Journey to the End of the Night,4.24
880,Childhood's End,4.1
881,"Will Grayson, Will Grayson",3.81
882,The Taming of the Shrew,3.81
883,Into the Wild,4.29
884,A Bend in the Road,4.03
885,The Long Walk,4.11
886,To All the Boys I've Loved Before,4.14
